samp_id,project_code,coord_y,coord_x,datetime,samp_wdepth_cm,samp_notes,tp_mgkg,m3_p_mgkg,m3_fe_mgkg,m3_al_mgkg,spsc_mgkg,wex_po4_mgkg,soil_primary_flag,soil_primary_flag_details
S00602,REDB,41.368563,-83.101324,7/2/2024 14:29,20,2 cores,620.497,5.639,874.394,843.327,139.592,0.164,1,"soil_pH_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00603,REDB,41.368763,-83.101342,7/2/2024 14:35,20,3 cores,532.612,1.466,1276.566,687.576,148.145,0.156,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00604,REDB,41.368343,-83.101771,7/2/2024 14:58,15,3 cores,807.581,5.351,1225.411,905.664,166.468,0.546,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00605,REDB,41.368462,-83.101881,7/2/2024 15:03,20,3 cores,591.36,5.029,933.028,800.748,138.559,0.148,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00606,REDB,41.368609,-83.101971,7/2/2024 15:03,0,4 cores,627.765,10.401,796.695,772.289,122.371,0.402,1,"soil_ec_uscm_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00607,REDB,41.367938,-83.103061,7/2/2024 15:20,4,3 cores,324.69,1.597,677.129,772.74,124.609,0.128,1,"m3_al_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00608,REDB,41.368098,-83.103159,7/2/2024 15:20,8,3 cores,456.986,4.153,233.298,504.739,66.714,0.133,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00609,REDB,41.367615,-83.103766,7/2/2024 15:35,0,3 cores,543.058,8.537,638.992,608.513,96.702,0.335,1,soil_ec_uscm_RNG_flag
S00610,REDB,41.367412,-83.103832,7/2/2024 15:35,0,3 cores,572.066,9.209,373.871,826.549,106.387,0.142,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00611,REDB,41.367497,-83.102652,7/2/2024 15:50,0,Upland Transect for Soil SamplingSample 13 cores to 5cm,746.414,30.054,305.384,613.957,57.343,1.027,1,wex_nox_mgkg_ATT_flag
S00612,REDB,41.367497,-83.102652,7/2/2024 15:50,0,Transect Sample 1BDepth 10 cm3 cores,545.373,19.496,239.703,630.479,66.162,0.68,1,soil_ec_uscm_RNG_flag
S00613,REDB,41.367397,-83.102577,7/2/2024 15:58,0,Transect 1 Sample 2ADepth 5 cm3 cores,561.791,29.544,271.168,606.781,55.134,1.719,1,soil_ec_uscm_RNG_flag
S00614,REDB,41.367397,-83.102577,7/2/2024 15:58,0,Upland Transect 1 Sample 2BDepth 10cm3 cores,560.193,20.339,237.387,671.293,69.876,0.973,1,soil_ec_uscm_RNG_flag
S00615,REDB,41.36725,-83.102516,7/2/2024 16:07,0,Upland Transect Sample 3ADepth 5 cm3 cores,722.925,24.996,315.019,698.185,72.605,1.158,1,wex_nox_mgkg_ATT_flag
S00616,REDB,41.36725,-83.102516,7/2/2024 16:07,0,Upland Transect 1 Sample 3BDepth 10 cm3 cores,683.59,14.916,223.314,672.021,74.604,0.527,1,soil_ec_uscm_RNG_flag
S00617,REDB,41.367597,-83.102527,7/2/2024 16:16,0,Upland Transect 2 Sample 13 cores,580.671,28.647,381.88,569.921,57.928,1.256,1,soil_ec_uscm_RNG_flag
S00618,REDB,41.367653,-83.102379,7/2/2024 16:20,0,Upland Transect 2 Sample 23 cores,614.305,19.308,350.98,630.326,72.492,0.778,1,soil_ec_uscm_RNG_flag
S00619,REDB,41.367718,-83.102196,7/2/2024 16:24,0,Upland Transect 2 Sample 33 cores,552.683,34.015,414.344,694.576,68.67,1.206,1,soil_ec_uscm_RNG_flag
S00620,REDB,41.368337,-83.103926,7/2/2024 16:35,0,Floodplain Transect Sample 1ADepth 5cm3 cores,864.466,52.405,532.14,474.198,31.498,1.086,1,wex_nh3_mgkg_ATT_flag
S00621,REDB,41.368337,-83.103926,7/2/2024 16:35,0,Floodplain Transect Sample 1Bdepth 10 cm3 cores,625.083,27.861,370.773,524.889,52.929,0.464,1,soil_ec_uscm_RNG_flag
S00622,REDB,41.368308,-83.104039,7/2/2024 16:42,0,Floodplain Transect Sample 2Adepth 5 cm3 cores,787.264,61.325,612.577,540.302,34.62,2.604,1,soil_ec_uscm_RNG_flag
S00623,REDB,41.368308,-83.104039,7/2/2024 16:42,0,Floodplain transect Sample 2BDepth 10 cm3 cores,599.824,37.909,400.577,522.087,44.209,0.894,1,soil_ec_uscm_RNG_flag
S00624,REDB,41.368235,-83.104164,7/2/2024 16:52,0,Floodplain Transect Sample 3ADepth 5 cm3 cores,621.107,48.006,560.686,450.185,34.72,2.126,1,soil_ec_uscm_RNG_flag
S00625,REDB,41.368235,-83.104164,7/2/2024 16:52,0,Floodplain Transect Sample 3BDepth 10 cm3 cores,534.559,36.236,351.791,485.019,38.926,0.474,1,soil_ec_uscm_RNG_flag
S00626,REDB,41.36638,-83.105191,7/2/2024 17:25,0,3 cores,671.268,28.084,665.242,534.622,70.124,0.979,1,tn_mgkg_RNG_flag
S00627,REDB,41.366335,-83.105066,7/2/2024 17:30,0,3 cores,1046.749,41.783,571.269,568.537,55.117,1.227,1,tp_mgkg_RNG_flag
S00628,SRHE,40.792202,-82.790734,7/9/2024 13:41,0,3 cores,562.561,30.307,661.474,1002.459,121.408,0.379,1,wex_nox_mgkg_ATT_flag
S00629,SRHE,40.792043,-82.790872,7/9/2024 13:46,0,3 cores,678.429,16.57,807.502,1214.521,167.576,0.181,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00630,SRHE,40.792025,-82.791144,7/9/2024 13:58,0,3 cores,666.201,30.108,949.66,120.885,36.342,0.51,1,"soil_ec_uscm_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00631,SRHE,40.792767,-82.790304,7/9/2024 14:05,0,3 cores,397.2,4.996,262.97,690.65,88.859,0.106,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00632,SRHE,40.793463,-82.789106,7/9/2024 14:26,0,NA,490.04,5.82,199.418,913.4,110.091,0.275,0,NA
S00633,SRHE,40.793214,-82.78916,7/9/2024 14:39,0,3 cores,396.619,3.485,153.789,990.378,118.738,0.361,0,wex_nox_mgkg-below-detection-limit
S00634,SRHE,40.793107,-82.789591,7/9/2024 14:41,0,3 cores,668.494,16.413,158.025,827.196,87.309,0.493,0,NA
S00635,SRHE,40.793183,-82.789903,7/9/2024 14:51,0,3 cores,518.22,11.876,400.218,814.969,103.849,0.316,1,soil_ec_uscm_RNG_flag
S00636,SRHE,40.792707,-82.791784,7/9/2024 15:03,0,Transect Sample 13 cores,724.855,80.282,426.512,680.793,21.494,1.429,1,tn_mgkg_RNG_flag
S00637,SRHE,40.792762,-82.791888,7/9/2024 15:10,0,Transect Sample 23 cores,729.13,26.683,401.911,677.363,73.337,2.233,1,tn_mgkg_RNG_flag
S00638,SRHE,40.792138,-82.792118,7/9/2024 15:20,0,3 cores,572.33,20.73,1044.013,697.829,117.185,0.173,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00639,SRHE,40.792151,-82.792329,7/9/2024 15:26,5,3 cores,763.943,15.852,1542.19,110.912,82.254,0.224,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00640,SRHE,40.792181,-82.792603,7/9/2024 15:34,0,3 cores,461.694,11.294,716.584,211.382,52.643,1.213,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S00641,SRHE,40.792209,-82.792927,7/9/2024 15:40,0,3 coresTransect Sample 1,673.19,12.448,435.693,918.01,117.072,0.816,1,wex_nh3_mgkg_ATT_flag
S00642,SRHE,40.792242,-82.793133,7/9/2024 15:48,0,Transect Sample 23 cores,688.056,13.877,468.618,852.632,109.959,0.69,0,NA
S00643,SRHE,40.792279,-82.793359,7/9/2024 15:56,0,Transect Sample 33 cores,676.692,25.761,516.625,782.008,92.624,2.228,1,soil_ec_uscm_RNG_flag
S00644,FRUW,41.132122,-83.366235,7/10/2024 14:00,4,3 cores,457.542,4.714,705.021,991.959,148.205,0.419,0,wex_nox_mgkg-below-detection-limit
S00645,FRUW,41.131995,-83.366237,7/10/2024 14:08,45,3 cores,343.935,1.711,460.547,887.89,125.726,0.618,0,wex_nox_mgkg-below-detection-limit
S00646,FRUW,41.131835,-83.366306,7/10/2024 14:15,2,3 cores,527.577,4.285,556.819,1194.007,163.629,0.56,0,wex_nox_mgkg-below-detection-limit
S00647,FRUW,41.13142,-83.367176,7/10/2024 14:31,0,3 cores,445.628,4.295,858.726,1100.243,169.566,0.648,0,NA
S00648,FRUW,41.131323,-83.366916,7/10/2024 14:40,43,3 cores,457.099,4.08,1706.837,1086.38,215.138,0.507,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00649,FRUW,41.131453,-83.366824,7/10/2024 14:50,0,3 cores,600.305,2.489,1348.245,953.814,181.658,0.854,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00650,FRUW,41.130953,-83.367016,7/10/2024 15:05,15,3 core,360.143,0.95,1488.038,1068.093,204.056,0.497,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00651,FRUW,41.13062,-83.367147,7/10/2024 15:18,2,3 cores,592.201,3.831,1434.985,426.323,124.554,0.169,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00652,FRUW,41.13087,-83.366612,7/10/2024 15:18,43,3 cores,365.021,4.5,964.376,956.303,158.682,0.144,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00653,FRUW,41.130797,-83.365749,7/10/2024 15:50,18,3 cores,411.235,0.538,93.234,6.949,5.421,0.299,1,"soil_ec_uscm_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00654,FRUW,41.130687,-83.365717,7/10/2024 15:53,8,3 cores,560.419,0.203,642.913,18.548,37.516,0.116,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00655,FRUW,41.130797,-83.365541,7/10/2024 16:00,26,3 cores,419.272,3.938,1040.076,700.783,134.098,0.136,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00656,FRUW,41.13085,-83.365354,7/10/2024 16:10,0,3 cores,425.674,9.609,538.037,1078.338,143.984,0.352,0,NA
S00657,FRUW,41.130713,-83.365252,7/10/2024 16:14,2,3 cores,343.301,3.711,534.003,932.587,132.925,0.422,0,NA
S00658,FRUW,41.130612,-83.363954,7/10/2024 16:37,0,Ephemeral Pool 13 cores,1197.867,57.105,731.465,1205.584,121.806,7.964,1,tp_mgkg_RNG_flag
S00659,FRUW,41.130855,-83.363464,7/10/2024 16:42,0,Ephemeral Pool 23 cores,936.524,27.378,393.826,1015.235,110.987,1.683,1,tn_mgkg_RNG_flag
S00660,FRUW,41.130953,-83.363367,7/10/2024 16:45,0,Ephemeral Pool 33 cores,917.445,32.337,539.338,1164.36,131.205,12.072,1,tn_mgkg_RNG_flag
S00661,FRUW,41.130985,-83.363024,7/10/2024 16:48,0,Ephemeral Pool 43 cores,1014.006,128.451,899.088,1087.849,46.221,10.106,1,tp_mgkg_RNG_flag
S00662,FRUW,41.130798,-83.363651,7/10/2024 16:53,0,Transect Swale Sample 13 cores,1120.971,71.984,593.921,1032.137,79.398,4.909,1,tp_mgkg_RNG_flag
S00663,FRUW,41.130898,-83.363424,7/10/2024 16:55,0,Transect Swale Sample 23 cores,684.483,27.132,405.932,1027.638,113.328,8.743,1,soil_ec_uscm_RNG_flag
S00664,FRUW,41.131058,-83.363331,7/10/2024 16:57,0,Transect Swale Sample 33 cores,772.817,42.191,655.391,1024.405,111.706,2.262,1,tn_mgkg_RNG_flag
S00665,UPPB,40.761547,-83.492029,7/11/2024 14:08,50,3 coresSample 1,230.658,9.216,938.601,1123.309,171.715,0.143,1,"tn_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit"
S00666,UPPB,40.761947,-83.493077,7/11/2024 14:23,60,3 coresSample 2,309.615,23.877,1134.876,1061.613,160.836,16.549,1,m3_p_mgkg_ATT_flag
S00667,UPPB,40.76299,-83.494854,7/11/2024 14:31,70,3 coresSample 3,205.777,13.3,868.142,1153.188,167.161,0.323,1,soil_ec_uscm_RNG_flag
S00668,UPPB,40.763043,-83.494722,7/11/2024 14:41,19,3 cores,201.619,19.177,541.719,1347.476,165.521,0.149,1,"wex_nh3_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit"
S00669,UPPB,40.763265,-83.494924,7/11/2024 14:48,35,3 cores,281.437,9.868,293.492,825.223,101.126,0.849,1,soil_ec_uscm_RNG_flag
S00670,UPPB,40.763508,-83.494949,7/11/2024 14:54,24,3 cores,422.203,18.191,464.822,997.26,122.04,0.978,0,NA
S00671,UPPB,40.763797,-83.494241,7/11/2024 15:15,40,3 cores,240.783,13.848,698.57,793.359,115.912,3.638,0,NA
S00672,UPPB,40.763831,-83.49303,7/11/2024 15:15,15,3 cores,234.962,9.901,455.708,937.105,122.919,0.519,0,wex_nox_mgkg-below-detection-limit
S00673,UPPB,40.76372,-83.493839,7/11/2024 15:21,41,3 cores,287.967,19.022,679.135,854.709,116.706,0.786,0,wex_nox_mgkg-below-detection-limit
S00674,UPPB,40.763607,-83.494156,7/11/2024 15:35,0,Wet Meadow Transect Sample 13 cores,506.586,49.902,557.618,878.275,81.805,1.902,0,wex_nox_mgkg-below-detection-limit
S00675,UPPB,40.763192,-83.493784,7/11/2024 15:39,0,Wet Meadow Transect Sample 23 cores,441.344,15.535,565.691,1139.604,146.623,0.418,1,wex_nh3_mgkg_ATT_flag
S00676,UPPB,40.762795,-83.493566,7/11/2024 15:42,0,Wet Meadow Transect Sample 33 cores,538.928,35.336,587.296,822.911,91.657,1.262,0,NA
S00677,ANDW,40.771875,-83.496078,7/11/2024 16:08,37,3 cores,438.719,16.875,1196.519,1337.121,202.882,1.29,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00678,ANDW,40.771884,-83.49567,7/11/2024 16:15,82,3 cores,398.806,22.36,989.662,1230.88,173.748,3.306,1,wex_nox_mgkg_ATT_flag
S00679,ANDW,40.771928,-83.495115,7/11/2024 16:15,8,3 cores,301.612,26.209,636.551,1166.605,142.972,1.424,0,wex_nox_mgkg-below-detection-limit
S00680,ANDW,40.771492,-83.495504,7/11/2024 16:30,0,Upland Transect Sample 13 cores,446.288,17.207,365.594,1107.148,130.148,3.205,0,wex_nox_mgkg-below-detection-limit
S00681,ANDW,40.77127,-83.495487,7/11/2024 16:32,0,Upland Transect Sample 23 cores,240.078,20.658,382.512,969.285,111.805,1.859,0,wex_nox_mgkg-below-detection-limit
S00682,ANDW,40.771051,-83.495519,7/11/2024 16:35,0,Upland Transect Sample 33 cores,226.501,22.254,480.748,1278.073,151.1,0.353,0,wex_nox_mgkg-below-detection-limit
S00683,BUEF,41.450492,-83.063641,7/16/2024 14:15,78,3 cores,550.602,10.555,1849.249,517.297,151.207,0.174,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00684,BUEF,41.449728,-83.062031,7/16/2024 14:25,56,3 cores,626.053,30.237,1615.202,906.346,163.238,0.188,1,"tn_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit"
S00685,BUEF,41.449655,-83.062139,7/16/2024 14:33,81,3 cores,535.952,10.556,2173.148,384.126,153.846,0.186,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00686,BUEF,41.449342,-83.063272,7/16/2024 14:46,5,Vegetated Transect Sample 13 cores,479.331,12.291,895.617,789.767,127.965,0.154,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00687,BUEF,41.449332,-83.063117,7/16/2024 14:52,0,Vegetated Transect Sample 23 cores,573.558,17.71,951.011,1072.45,158.068,0.958,1,tn_mgkg_RNG_flag
S00688,BUEF,41.449288,-83.06284,7/16/2024 14:58,10,Vegetated Transect Sample 33 cores,406.858,61.835,756.079,791.165,70.857,0.412,1,"tn_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00689,BUEF,41.448708,-83.061961,7/16/2024 15:10,48,3 cores,504.079,15.486,1915.507,300.281,125.028,0.336,1,m3_fe_mgkg_RNG_flag
S00690,SPRM,40.99886,-83.405551,7/17/2024 14:24,0,Wet Meadow Transect 1Sample 13 cores,908.853,74.236,424.953,960.332,59.549,3.097,1,tn_mgkg_RNG_flag
S00691,SPRM,40.99897,-83.405262,7/17/2024 14:28,0,Wet Meadow Transect 1 Sample 23 cores,892.976,93.948,403.501,943.479,36.714,3.779,1,tn_mgkg_RNG_flag
S00692,SPRM,40.99898,-83.405037,7/17/2024 14:33,0,Wet Meadow Transect 1Sample 33 cores,1291.812,74.369,500.525,904.128,57.146,4.274,1,tp_mgkg_RNG_flag
S00693,SPRM,40.997413,-83.405276,7/17/2024 14:50,0,Wet Meadow Transect 2Sample 13 cores,650.572,48.273,137.773,907.326,63.528,1.718,1,tn_mgkg_RNG_flag
S00694,SPRM,40.997405,-83.405001,7/17/2024 14:55,0,Wet Meadow Transect 2Sample 23 cores,743.536,49.072,161.031,895.373,62.645,1.483,1,tn_mgkg_RNG_flag
S00695,SPRM,40.99742,-83.404584,7/17/2024 14:59,0,Wet Meadow Transect 2Sample 33 cores,599.682,58.96,218.706,796.698,44.62,2.28,1,tn_mgkg_RNG_flag
S00696,SPRM,40.99559,-83.405852,7/17/2024 15:24,0,Upland Prairie Transect 1Sample 13 cores,643.825,92.54,255.058,761.175,8.973,8.081,1,soil_ec_uscm_RNG_flag
S00697,SPRM,40.995583,-83.405564,7/17/2024 15:29,0,Upland Prairie Transect 1Sample 23 cores,494.934,67.333,228.308,762.42,32.843,4.808,1,"soil_ec_uscm_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00698,SPRM,40.99558,-83.405127,7/17/2024 15:37,0,Upland Prairie Transect 1 Sample 33 cores,669.523,81.424,216.097,778.955,19.974,6.373,1,soil_ec_uscm_RNG_flag
S00699,SPRM,40.994868,-83.403128,7/17/2024 16:05,0,Upland Prairie Transect 2Sample 13 cores,506.109,51.101,200.71,637.21,33.171,4.295,1,soil_ec_uscm_RNG_flag
S00700,SPRM,40.994863,-83.403,7/17/2024 16:08,0,Upland Prairie Transect 2Sample 23 cores,610.57,35.892,198.116,717.088,57.407,1.859,1,soil_ec_uscm_RNG_flag
S00701,SPRM,40.994837,-83.40275,7/17/2024 16:15,0,Upland Prairie Transect 2Sample 33 cores,418.026,35.809,215.117,645.895,50.257,1.811,1,soil_ec_uscm_RNG_flag
S00702,BLAR,41.031057,-84.065567,7/18/2024 14:36,48,3 cores,1010.778,59.994,1708.941,450.983,86.387,1.516,1,tp_mgkg_RNG_flag
S00703,BLAR,41.030905,-84.061517,7/18/2024 14:53,10,3 cores,637.829,10.23,3028.436,1064.978,279.691,0.337,1,m3_fe_mgkg_RNG_flag
S00704,BLAR,41.029547,-84.058861,7/18/2024 15:09,22,3 cores,421.601,9.97,1852.792,222.57,118.149,0.14,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00705,BLAR,41.028505,-84.056917,7/18/2024 15:20,26,3 cores,424.274,0.861,405.352,0.081,NA,0.124,1,"soil_ec_uscm_RNG_flag, m3_al_mgkg-below-detection-limit, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00706,BLAR,41.027502,-84.055099,7/18/2024 15:28,26,3 cores,512.435,19.268,272.715,496.721,52.86,0.321,1,"soil_ec_uscm_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00707,BLAR,41.029346,-84.055485,7/18/2024 15:45,0,3 cores,1170.55,56.345,622.204,238.321,5.462,7.729,1,"tp_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00708,BLAR,41.030183,-84.057714,7/18/2024 16:05,0,3 cores,917.993,73.6,438.068,618.821,21.7,10.584,1,soil_ec_uscm_RNG_flag
S00709,BLAR,41.030342,-84.058221,7/18/2024 16:15,0,3 cores,1139.665,57.247,439.781,679.661,45.133,7.123,1,tp_mgkg_RNG_flag
S00710,BLAR,41.032187,-84.063412,7/18/2024 16:50,0,3 cores,634.334,25.474,271.402,689.444,68.708,2.777,0,wex_nox_mgkg-below-detection-limit
S00711,BLAR,41.033097,-84.063659,7/18/2024 16:55,0,3 cores,893.642,52.328,539.853,606.506,47.192,5.989,1,tn_mgkg_RNG_flag
S00712,BLAR,41.032032,-84.064689,7/18/2024 17:03,0,3 cores,406.346,23.628,244.657,661.203,65.831,2.612,1,soil_ec_uscm_RNG_flag
S00713,SUGB,41.05103,-84.132624,7/18/2024 18:30,31,3 cores,622.136,26.003,1045.801,888.789,133.935,5.114,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S00714,SUGB,41.051422,-84.132624,7/18/2024 18:37,16,3 cores,689.606,75.208,644.857,879.312,61.448,9.515,1,m3_p_mgkg_ATT_flag
S00715,SUGB,41.051677,-84.132641,7/18/2024 18:45,17,3 cores,707.991,44.551,1094.695,794.512,107.27,6.069,1,m3_fe_mgkg_RNG_flag
S00716,SUGB,41.052033,-84.132621,7/18/2024 18:53,13,3 cores,157.854,4.722,314.081,909.438,117.082,0.129,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00717,SUGB,41.052218,-84.132241,7/18/2024 18:55,10,3 cores,225.941,8.274,585.631,737.719,108.846,1.042,0,NA
S00718,SUGB,41.052345,-84.132052,7/18/2024 19:00,10,3 cores,314.691,10.277,466.305,662.392,91.588,1.981,1,soil_ec_uscm_RNG_flag
S00719,SUGB,41.053398,-84.131737,7/18/2024 19:11,0,3 cores,579.798,13.826,263.308,630.373,73.126,1.851,1,soil_ec_uscm_RNG_flag
S00720,SUGB,41.052187,-84.131606,7/18/2024 20:03,30,3 cores,725.209,22.041,1674.689,1209.729,209.56,0.162,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00721,SUGB,41.052245,-84.13148,7/18/2024 20:08,23,3 cores,472.858,16.746,610.897,1325.779,169.291,0.387,1,soil_ec_uscm_RNG_flag
S00722,SUGB,41.052265,-84.131584,7/18/2024 20:14,38,3 cores,627.551,27.28,923.895,1099.466,150.099,0.548,1,wex_nox_mgkg_ATT_flag
S00723,CBMC,41.236318,-83.262179,7/23/2024 13:25,18,3 cores,753.273,12.79,1902.539,606.136,162.122,1.065,1,m3_fe_mgkg_RNG_flag
S00724,CBMC,41.236458,-83.262274,7/23/2024 13:33,8,3 cores,638.174,7.098,2268.159,560.329,182.794,0.528,1,"m3_fe_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S00725,CBMC,41.236198,-83.262136,7/23/2024 13:38,5,3 cores,968.164,23.638,2363.776,180.924,127.987,0.628,1,m3_fe_mgkg_RNG_flag
S00726,CBMC,41.237032,-83.259937,7/23/2024 13:56,0,Transect Sample 13 cores,608.985,12.496,253.759,987.608,114.943,0.644,0,NA
S00727,CBMC,41.23643,-83.259946,7/23/2024 14:00,0,Transect Sample 23 cores,571.999,11.709,225.073,988.216,114.213,0.75,0,NA
S00728,CBMC,41.235878,-83.259969,7/23/2024 14:05,0,Transect Sample 33 cores,759.908,14.975,160.072,858.103,92.409,0.75,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S00729,CBMC,41.235157,-83.260527,7/23/2024 14:11,0,Transect3 cores,680.347,16.764,206.571,983.174,107.554,0.965,1,soil_ec_uscm_RNG_flag
S00730,CBMC,41.234552,-83.261986,7/23/2024 14:16,0,3 cores,569.241,10.47,244.04,1010.724,119.085,1.595,1,soil_ec_uscm_RNG_flag
S00731,CBMC,41.23407,-83.261002,7/23/2024 14:22,0,Transect3 cores,618.198,8.369,296.48,989.268,121.626,0.445,0,wex_nh3_mgkg-below-detection-limit
S00732,CBMC,41.233868,-83.262832,7/23/2024 14:29,0,3 cores,609.475,1.804,162.695,620.379,78.431,0.485,1,"soil_ec_uscm_RNG_flag, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S00733,CBMC,41.233177,-83.260751,7/23/2024 14:35,0,Transect 3 cores,474.729,2.655,184.569,923.963,113.647,0.737,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S00734,CBMC,41.23747,-83.264414,7/23/2024 14:58,0,3 cores,330.547,1.778,124.275,793.673,96.227,0.377,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S00735,CBMC,41.236373,-83.264444,7/23/2024 15:04,12,3 cores,471.832,4.508,717.004,112.651,48.117,0.346,1,m3_fe_mgkg_ATT_flag
S00736,CBMC,41.235577,-83.264459,7/23/2024 15:09,0,3 cores,600.715,7.852,198.972,1082.48,127.447,1.999,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S00737,CBMC,41.235345,-83.264406,7/23/2024 15:11,0,3 cores,542.43,8.542,221.076,906.041,107.723,0.812,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S00738,CBMC,41.234885,-83.265486,7/23/2024 15:16,0,3 cores,401.518,3.856,498.774,867.952,123.408,1.056,1,"m3_fe_mgkg_ATT_flag, wex_nh3_mgkg-below-detection-limit"
S00739,BRIC,41.01839,-83.55602,7/1/2024 16:00,50,Student Summer Project6 cores,647.197,10.517,775.207,1170.429,166.779,0.643,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S00740,BRIC,41.017772,-83.557156,7/1/2024 15:40,25,Student Summer Project6 cores,620.916,21.163,785.885,941.452,130.434,0.395,1,soil_ec_uscm_RNG_flag
S00741,BRIC,41.016485,-83.557337,7/1/2024 15:20,25,Student Summer Project6 cores,669.978,14.785,1182.69,1099.263,176.897,0.866,1,m3_fe_mgkg_RNG_flag
S00742,REDB,41.36865,-83.101337,7/8/2024 13:00,0,Student Summer Project6 cores,1235.761,12.993,4029.611,169.461,229.532,0.359,1,"tp_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S00743,REDB,41.36844,-83.101853,7/8/2024 13:25,0,Student Summer Project6 cores,921.873,39.744,2200.884,954.426,191.673,0.24,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00744,REDB,41.367893,-83.103067,7/8/2024 13:45,0,Student Summer Project6 cores,777.979,8.246,1529.195,160.885,94.878,0.203,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S00745,UPPB,40.763161,-83.494696,7/1/2024 13:00,75,Student Summer Project6 cores,304.907,25.426,794.232,1223.188,158.981,0.322,1,soil_ec_uscm_RNG_flag
S00746,UPPB,40.76371,-83.494099,7/1/2024 13:20,50,Student Summer Project6 cores,391.608,10.15,1470.269,1055.326,192.407,0.457,1,"m3_fe_mgkg_ATT_flag, wex_nox_mgkg-below-detection-limit"
